Name,Position,Nation,overall,pace,shooting,passing,dribbling,defending,physical,acceleration,sprint_speed,agility,balance,ball_control,reactions,strength,stamina,jumping,standing_tackle,sliding_tackle,def_awareness,interceptions,heading_accuracy,shot_power,primary_pos,pos_group,def_cluster
Pietro Comuzzo,CB,Italy,0.6,0.41,0.27,0.38,0.37,0.63,0.55,0.45,0.37,0.39,0.54,0.42,0.54,0.56,0.42,0.57,0.68,0.64,0.62,0.6,0.6,0.38,CB,DEF,5
Rob Cornwall,CB,Republic of Ireland,0.6,0.34,0.28,0.47,0.5,0.6,0.67,0.34,0.34,0.43,0.49,0.52,0.54,0.77,0.51,0.64,0.63,0.58,0.6,0.56,0.6,0.34,CB,DEF,5
Augusto Dabó,LB,Guinea-Bissau,0.6,0.75,0.32,0.46,0.56,0.57,0.52,0.74,0.76,0.55,0.72,0.45,0.61,0.55,0.43,0.59,0.62,0.65,0.51,0.59,0.46,0.36,LB,DEF,4
Emanuel Dall'Aglio,CB,Argentina,0.6,0.61,0.33,0.44,0.6,0.6,0.59,0.64,0.58,0.62,0.64,0.61,0.57,0.59,0.58,0.65,0.6,0.59,0.6,0.58,0.6,0.42,CB,DEF,1
Prabir Das,RB,India,0.6,0.72,0.42,0.52,0.56,0.53,0.73,0.68,0.75,0.72,0.73,0.55,0.59,0.7,0.69,0.65,0.55,0.55,0.49,0.57,0.51,0.51,RB,DEF,1
Thibault Delphis,RB,France,0.6,0.66,0.39,0.52,0.52,0.55,0.6,0.67,0.66,0.48,0.58,0.6,0.49,0.63,0.58,0.68,0.62,0.66,0.47,0.49,0.6,0.48,RB,DEF,4
Ali Bina Dembélé,RB,France,0.6,0.67,0.42,0.5,0.58,0.56,0.64,0.66,0.67,0.66,0.58,0.57,0.57,0.67,0.64,0.63,0.58,0.58,0.55,0.54,0.52,0.52,RB,DEF,1
Baïla Diallo,LB,Senegal,0.6,0.72,0.38,0.52,0.58,0.56,0.49,0.71,0.73,0.7,0.81,0.55,0.55,0.45,0.5,0.43,0.64,0.62,0.56,0.53,0.3,0.4,LB,DEF,1
Ionuț Dinu,CB,Romania,0.6,0.64,0.43,0.47,0.54,0.6,0.64,0.63,0.65,0.62,0.64,0.55,0.58,0.66,0.65,0.69,0.6,0.61,0.59,0.57,0.63,0.54,CB,DEF,1
Dong Yu,RB,China PR,0.6,0.6,0.54,0.51,0.6,0.56,0.68,0.58,0.61,0.68,0.6,0.62,0.6,0.68,0.7,0.68,0.56,0.52,0.55,0.55,0.64,0.53,RB,DEF,1
Declan Drysdale,CB,England,0.6,0.55,0.27,0.45,0.45,0.59,0.73,0.53,0.56,0.34,0.34,0.48,0.57,0.83,0.66,0.63,0.6,0.58,0.57,0.59,0.58,0.38,CB,DEF,5
Dennis Duah,CB,Germany,0.6,0.64,0.35,0.44,0.53,0.59,0.66,0.68,0.61,0.6,0.46,0.54,0.6,0.72,0.63,0.68,0.62,0.57,0.58,0.61,0.54,0.46,CB,DEF,5
Adrian Durrer,CB,Switzerland,0.6,0.48,0.34,0.46,0.49,0.59,0.7,0.46,0.5,0.41,0.64,0.53,0.57,0.76,0.64,0.65,0.61,0.6,0.58,0.58,0.55,0.41,CB,DEF,5
Eldin Dzogovic,RB,Luxembourg,0.6,0.67,0.28,0.52,0.57,0.57,0.62,0.66,0.67,0.7,0.69,0.55,0.52,0.67,0.57,0.66,0.59,0.58,0.55,0.56,0.56,0.33,RB,DEF,1
Michee Efete,RB,Congo DR,0.6,0.82,0.47,0.49,0.54,0.53,0.75,0.83,0.81,0.62,0.65,0.52,0.46,0.79,0.81,0.8,0.54,0.53,0.52,0.53,0.51,0.57,RB,DEF,1
Frederik Elkær,LB,Denmark,0.6,0.82,0.41,0.54,0.54,0.5,0.56,0.8,0.83,0.56,0.55,0.56,0.55,0.54,0.64,0.6,0.54,0.52,0.46,0.52,0.48,0.42,LB,DEF,1
Eo Jeong Won,LB,Korea Republic,0.6,0.77,0.51,0.49,0.62,0.52,0.59,0.76,0.78,0.77,0.76,0.54,0.63,0.58,0.78,0.62,0.48,0.53,0.54,0.58,0.46,0.56,LB,DEF,1
Jeannot Esua,RB,Cameroon,0.6,0.74,0.37,0.44,0.56,0.57,0.59,0.72,0.76,0.6,0.73,0.51,0.56,0.56,0.68,0.55,0.6,0.57,0.59,0.57,0.43,0.52,RB,DEF,1
Juan Familia-Castillo,LB,Holland,0.6,0.73,0.52,0.55,0.61,0.55,0.64,0.72,0.74,0.67,0.72,0.59,0.53,0.68,0.56,0.67,0.57,0.55,0.54,0.56,0.52,0.59,LB,DEF,1
Rory Feely,CB,Republic of Ireland,0.6,0.57,0.38,0.53,0.52,0.58,0.69,0.51,0.62,0.5,0.45,0.55,0.57,0.71,0.68,0.68,0.6,0.56,0.56,0.58,0.62,0.42,CB,DEF,5
Taylor Foran,CB,England,0.6,0.5,0.33,0.43,0.38,0.58,0.68,0.46,0.54,0.34,0.36,0.44,0.54,0.77,0.48,0.69,0.59,0.53,0.58,0.56,0.63,0.47,CB,DEF,5
Shane Griffin,CB,Republic of Ireland,0.6,0.5,0.41,0.51,0.53,0.61,0.67,0.5,0.5,0.61,0.47,0.54,0.53,0.69,0.71,0.62,0.62,0.62,0.62,0.6,0.57,0.48,CB,DEF,5
Tom Grivosti,CB,England,0.6,0.53,0.39,0.44,0.44,0.59,0.61,0.53,0.53,0.36,0.48,0.46,0.56,0.74,0.34,0.69,0.61,0.6,0.56,0.57,0.6,0.51,CB,DEF,5
Javier Guerra,RB,Bolivia,0.6,0.71,0.27,0.45,0.53,0.55,0.56,0.73,0.7,0.64,0.67,0.51,0.54,0.52,0.69,0.56,0.58,0.61,0.55,0.5,0.48,0.25,RB,DEF,4
Michał Gurgul,CB,Poland,0.6,0.68,0.29,0.53,0.55,0.61,0.63,0.63,0.72,0.52,0.6,0.59,0.57,0.61,0.68,0.61,0.62,0.57,0.62,0.62,0.53,0.35,CB,DEF,1
Justin Haak,CB,United States,0.6,0.5,0.41,0.57,0.62,0.6,0.57,0.52,0.48,0.57,0.61,0.63,0.62,0.6,0.49,0.57,0.61,0.57,0.64,0.59,0.54,0.46,CB,DEF,5
Bakary Haidara,CB,Côte d'Ivoire,0.6,0.64,0.33,0.45,0.44,0.62,0.6,0.62,0.65,0.39,0.68,0.55,0.46,0.63,0.58,0.64,0.71,0.65,0.58,0.55,0.55,0.49,CB,DEF,5
Sam Hart,LB,England,0.6,0.73,0.46,0.52,0.57,0.56,0.68,0.72,0.74,0.7,0.66,0.54,0.57,0.69,0.68,0.71,0.56,0.55,0.56,0.56,0.56,0.5,LB,DEF,1
He Yupeng,RB,China PR,0.6,0.73,0.39,0.48,0.55,0.56,0.58,0.78,0.68,0.73,0.56,0.56,0.58,0.56,0.69,0.62,0.6,0.54,0.57,0.55,0.46,0.5,RB,DEF,1
Bryan Hein,LB,Germany,0.6,0.72,0.31,0.51,0.61,0.54,0.57,0.72,0.72,0.64,0.69,0.62,0.55,0.57,0.64,0.59,0.59,0.54,0.53,0.52,0.47,0.29,LB,DEF,1
Elvis Hernández,CB,Argentina,0.6,0.58,0.28,0.36,0.39,0.61,0.68,0.57,0.59,0.54,0.55,0.42,0.48,0.7,0.65,0.69,0.63,0.58,0.6,0.56,0.68,0.39,CB,DEF,5
Daniel Herrera,CB,Argentina,0.6,0.61,0.32,0.43,0.41,0.61,0.61,0.57,0.65,0.51,0.44,0.36,0.62,0.64,0.58,0.65,0.63,0.6,0.6,0.59,0.61,0.55,CB,DEF,5
David Hickson,LB,Norway,0.6,0.82,0.44,0.51,0.63,0.5,0.68,0.81,0.83,0.76,0.75,0.61,0.58,0.68,0.74,0.72,0.51,0.51,0.48,0.52,0.5,0.54,LB,DEF,1
Jannik Hofmann,RB,Germany,0.6,0.68,0.33,0.51,0.59,0.54,0.59,0.68,0.68,0.68,0.73,0.58,0.54,0.56,0.67,0.51,0.57,0.55,0.53,0.55,0.42,0.4,RB,DEF,1
Josh Honohan,CB,Republic of Ireland,0.6,0.68,0.36,0.47,0.54,0.59,0.7,0.68,0.68,0.65,0.66,0.51,0.56,0.71,0.68,0.71,0.6,0.56,0.59,0.6,0.58,0.31,CB,DEF,1
Grant Horton,CB,England,0.6,0.56,0.24,0.41,0.49,0.58,0.69,0.43,0.67,0.49,0.39,0.52,0.57,0.8,0.57,0.66,0.61,0.56,0.58,0.57,0.57,0.32,CB,DEF,5
Šimun Hrgović,LB,Croatia,0.6,0.82,0.43,0.52,0.64,0.5,0.54,0.81,0.82,0.79,0.66,0.63,0.58,0.43,0.67,0.47,0.53,0.54,0.5,0.51,0.37,0.46,LB,DEF,1
Ben Hüning,CB,Germany,0.6,0.58,0.26,0.41,0.51,0.62,0.62,0.56,0.6,0.41,0.49,0.54,0.58,0.68,0.62,0.67,0.65,0.58,0.6,0.6,0.62,0.45,CB,DEF,5
Reece Hutchinson,LB,England,0.6,0.69,0.42,0.53,0.59,0.54,0.6,0.7,0.68,0.7,0.66,0.57,0.56,0.57,0.73,0.57,0.56,0.52,0.54,0.56,0.49,0.36,LB,DEF,1
Felix Irorere,CB,Germany,0.6,0.54,0.3,0.38,0.4,0.59,0.68,0.54,0.54,0.34,0.34,0.44,0.53,0.81,0.5,0.75,0.64,0.62,0.55,0.54,0.65,0.44,CB,DEF,5
Niklas Jessen,RB,Germany,0.6,0.63,0.49,0.6,0.62,0.56,0.55,0.65,0.61,0.65,0.66,0.65,0.53,0.57,0.53,0.51,0.63,0.64,0.53,0.5,0.43,0.53,RB,DEF,1
Carl Johnston,RB,Northern Ireland,0.6,0.73,0.47,0.55,0.6,0.55,0.62,0.74,0.72,0.8,0.81,0.57,0.55,0.68,0.66,0.61,0.57,0.54,0.57,0.55,0.44,0.47,RB,DEF,1
Sergio Kalaj,CB,Albania,0.6,0.49,0.27,0.42,0.42,0.61,0.64,0.43,0.54,0.33,0.38,0.5,0.56,0.71,0.59,0.62,0.64,0.64,0.59,0.58,0.58,0.43,CB,DEF,5
Yahya Kalley,LB,Sweden,0.6,0.74,0.33,0.46,0.58,0.55,0.6,0.73,0.75,0.61,0.71,0.57,0.58,0.59,0.64,0.6,0.59,0.55,0.54,0.55,0.46,0.35,LB,DEF,1
Hlynur Freyr Karlsson,CB,Iceland,0.6,0.55,0.35,0.49,0.48,0.6,0.62,0.55,0.55,0.57,0.75,0.57,0.54,0.6,0.65,0.61,0.62,0.6,0.58,0.59,0.59,0.45,CB,DEF,5
Markus Karlsson,RB,Sweden,0.6,0.65,0.27,0.48,0.41,0.61,0.64,0.7,0.61,0.57,0.56,0.39,0.55,0.66,0.59,0.71,0.64,0.62,0.57,0.6,0.65,0.33,RB,DEF,5
Al-Amin Kazeem,LB,England,0.6,0.81,0.42,0.52,0.57,0.53,0.62,0.82,0.81,0.66,0.68,0.54,0.53,0.58,0.74,0.68,0.55,0.52,0.53,0.54,0.5,0.42,LB,DEF,1
Fiacre Kelleher,CB,Republic of Ireland,0.6,0.49,0.38,0.4,0.45,0.58,0.71,0.48,0.5,0.42,0.48,0.46,0.55,0.83,0.53,0.73,0.58,0.57,0.57,0.57,0.63,0.43,CB,DEF,5
Jimmy Keohane,RB,Republic of Ireland,0.6,0.67,0.52,0.55,0.58,0.55,0.68,0.65,0.68,0.65,0.58,0.58,0.55,0.68,0.79,0.63,0.57,0.52,0.56,0.55,0.5,0.54,RB,DEF,1
Eray Korkmaz,RB,Turkey,0.6,0.7,0.3,0.43,0.56,0.61,0.62,0.74,0.67,0.63,0.76,0.34,0.52,0.62,0.64,0.65,0.65,0.69,0.58,0.6,0.5,0.27,RB,DEF,4
Kevin Kouassivi-Benissan,RB,Finland,0.6,0.78,0.5,0.56,0.61,0.53,0.58,0.77,0.78,0.66,0.67,0.61,0.56,0.57,0.62,0.63,0.55,0.53,0.53,0.52,0.49,0.57,RB,DEF,1
Max Lamby,LB,Germany,0.6,0.73,0.23,0.48,0.61,0.55,0.55,0.75,0.71,0.82,0.81,0.59,0.55,0.54,0.66,0.53,0.59,0.57,0.54,0.55,0.43,0.22,LB,DEF,1
Juan Larios,LB,Spain,0.6,0.7,0.36,0.51,0.61,0.55,0.49,0.77,0.65,0.68,0.82,0.61,0.53,0.45,0.51,0.55,0.6,0.56,0.55,0.52,0.49,0.28,LB,DEF,1
Gabriel Lazăr,CB,Romania,0.6,0.56,0.28,0.43,0.49,0.6,0.64,0.55,0.57,0.49,0.53,0.53,0.59,0.68,0.6,0.63,0.6,0.59,0.61,0.58,0.57,0.51,CB,DEF,5
Li Hong,CB,China PR,0.6,0.63,0.24,0.36,0.43,0.61,0.65,0.63,0.63,0.49,0.6,0.48,0.58,0.73,0.55,0.7,0.64,0.59,0.57,0.63,0.57,0.27,CB,DEF,5
Wojciech Lisowski,RB,Poland,0.6,0.69,0.42,0.52,0.54,0.56,0.66,0.71,0.68,0.61,0.5,0.51,0.54,0.7,0.63,0.68,0.56,0.58,0.56,0.58,0.52,0.54,RB,DEF,1
Aboubacar Lô,CB,Senegal,0.6,0.56,0.33,0.34,0.38,0.62,0.6,0.57,0.55,0.32,0.67,0.44,0.52,0.64,0.54,0.65,0.68,0.67,0.58,0.58,0.61,0.46,CB,DEF,5
Kyran Lofthouse,RB,England,0.6,0.77,0.45,0.52,0.61,0.54,0.64,0.78,0.77,0.74,0.77,0.57,0.55,0.66,0.67,0.69,0.56,0.54,0.53,0.54,0.5,0.49,RB,DEF,1
Albin Lohikangas,LB,Sweden,0.6,0.68,0.36,0.48,0.58,0.54,0.61,0.69,0.68,0.72,0.66,0.6,0.55,0.57,0.75,0.56,0.55,0.55,0.56,0.54,0.46,0.38,LB,DEF,1
Donald Love,RB,Scotland,0.6,0.69,0.35,0.53,0.59,0.55,0.67,0.7,0.69,0.65,0.75,0.56,0.55,0.67,0.71,0.73,0.56,0.55,0.54,0.54,0.52,0.4,RB,DEF,1
Luo Xin,LB,China PR,0.6,0.58,0.45,0.53,0.56,0.58,0.74,0.52,0.62,0.7,0.66,0.52,0.52,0.74,0.82,0.63,0.58,0.56,0.58,0.61,0.54,0.4,LB,DEF,1
Lewis Macari,CB,Scotland,0.6,0.66,0.34,0.51,0.51,0.59,0.61,0.65,0.67,0.55,0.51,0.5,0.57,0.67,0.52,0.75,0.61,0.59,0.59,0.59,0.57,0.48,CB,DEF,5
Anthony Markanich,LB,United States,0.6,0.72,0.25,0.41,0.56,0.55,0.59,0.68,0.75,0.52,0.63,0.6,0.55,0.6,0.66,0.62,0.59,0.59,0.53,0.53,0.53,0.39,LB,DEF,4
Luke Matheson,RB,England,0.6,0.73,0.37,0.52,0.59,0.53,0.52,0.77,0.7,0.82,0.86,0.58,0.55,0.44,0.69,0.51,0.52,0.53,0.54,0.55,0.48,0.43,RB,DEF,1
Emmanuele Matino,CB,Italy,0.6,0.53,0.25,0.41,0.4,0.62,0.6,0.54,0.52,0.53,0.59,0.42,0.55,0.58,0.63,0.62,0.67,0.61,0.59,0.56,0.66,0.36,CB,DEF,5
Rodrigo Melgarejo,CB,Paraguay,0.6,0.63,0.4,0.5,0.43,0.6,0.67,0.64,0.63,0.58,0.63,0.4,0.6,0.7,0.65,0.67,0.6,0.59,0.6,0.62,0.56,0.49,CB,DEF,5
Diego Méndez,CB,Spain,0.6,0.63,0.27,0.47,0.45,0.6,0.59,0.6,0.66,0.54,0.62,0.59,0.5,0.64,0.52,0.66,0.64,0.62,0.58,0.56,0.6,0.38,CB,DEF,5
Nobel Mendy,LB,France,0.6,0.69,0.44,0.52,0.54,0.56,0.63,0.63,0.73,0.52,0.49,0.55,0.57,0.66,0.59,0.65,0.58,0.57,0.56,0.55,0.55,0.49,LB,DEF,1
Ignacio Mesina,CB,Chile,0.6,0.64,0.28,0.4,0.43,0.6,0.67,0.65,0.64,0.45,0.67,0.41,0.53,0.7,0.65,0.7,0.62,0.6,0.61,0.56,0.62,0.38,CB,DEF,5
Patrick Metcalfe,RB,Canada,0.6,0.6,0.46,0.56,0.58,0.56,0.67,0.65,0.56,0.56,0.55,0.62,0.59,0.7,0.73,0.57,0.58,0.55,0.58,0.58,0.44,0.56,RB,DEF,1
Oualid Mhamdi,RB,Morocco,0.6,0.71,0.26,0.47,0.53,0.56,0.6,0.7,0.71,0.63,0.66,0.53,0.54,0.66,0.59,0.57,0.59,0.58,0.54,0.59,0.44,0.26,RB,DEF,4
Paul Milde,RB,Germany,0.6,0.71,0.5,0.53,0.61,0.56,0.5,0.69,0.73,0.7,0.72,0.6,0.6,0.48,0.64,0.46,0.56,0.51,0.58,0.59,0.44,0.61,RB,DEF,1
Ross Millen,RB,Scotland,0.6,0.61,0.41,0.56,0.54,0.56,0.71,0.6,0.61,0.53,0.64,0.58,0.54,0.73,0.71,0.66,0.58,0.55,0.56,0.55,0.54,0.47,RB,DEF,1
Filippo Missori,RB,Italy,0.6,0.5,0.35,0.48,0.59,0.61,0.45,0.58,0.43,0.41,0.65,0.54,0.58,0.41,0.46,0.47,0.69,0.7,0.52,0.59,0.56,0.33,RB,DEF,4
Zane Monlouis,CB,Jamaica,0.6,0.61,0.31,0.43,0.48,0.6,0.65,0.58,0.64,0.52,0.58,0.4,0.56,0.7,0.61,0.62,0.62,0.61,0.6,0.6,0.54,0.48,CB,DEF,5
Santiago Morales,CB,Argentina,0.6,0.54,0.3,0.35,0.35,0.61,0.68,0.53,0.55,0.41,0.46,0.34,0.53,0.76,0.63,0.71,0.68,0.63,0.56,0.56,0.61,0.44,CB,DEF,5
Arash Motaraghebjafarpour,RB,Sweden,0.6,0.76,0.4,0.5,0.61,0.51,0.66,0.77,0.75,0.64,0.68,0.62,0.52,0.66,0.76,0.69,0.52,0.5,0.48,0.53,0.51,0.45,RB,DEF,1
Joshua Mukeh,CB,Holland,0.6,0.66,0.3,0.43,0.47,0.6,0.64,0.64,0.67,0.48,0.51,0.48,0.59,0.7,0.63,0.69,0.62,0.61,0.57,0.6,0.6,0.49,CB,DEF,5
Andreas Murbeck,CB,Sweden,0.6,0.48,0.29,0.41,0.43,0.57,0.66,0.49,0.48,0.33,0.52,0.51,0.5,0.86,0.34,0.74,0.59,0.57,0.56,0.55,0.62,0.45,CB,DEF,5
Ange Caumenan N'Guessan,CB,France,0.6,0.72,0.32,0.5,0.58,0.58,0.62,0.73,0.71,0.68,0.61,0.58,0.6,0.64,0.55,0.72,0.61,0.6,0.55,0.58,0.6,0.56,CB,DEF,1
Marcos Navarro,LB,Spain,0.6,0.65,0.41,0.54,0.55,0.57,0.47,0.65,0.65,0.63,0.71,0.49,0.54,0.37,0.64,0.42,0.59,0.57,0.55,0.61,0.49,0.45,LB,DEF,4
Tom Nixon,RB,England,0.6,0.65,0.37,0.51,0.58,0.55,0.65,0.67,0.64,0.64,0.66,0.54,0.58,0.64,0.7,0.55,0.57,0.56,0.55,0.56,0.44,0.41,RB,DEF,1
Runar Norheim,LB,Norway,0.6,0.67,0.49,0.57,0.63,0.57,0.53,0.7,0.65,0.77,0.75,0.64,0.5,0.51,0.54,0.56,0.58,0.55,0.6,0.54,0.53,0.45,LB,DEF,1
Frédéric Nsabiyumva,CB,Burundi,0.6,0.57,0.26,0.36,0.37,0.6,0.74,0.6,0.55,0.37,0.5,0.44,0.6,0.83,0.67,0.68,0.65,0.59,0.58,0.59,0.49,0.39,CB,DEF,5
Timon Obermeier,CB,Germany,0.6,0.65,0.24,0.41,0.46,0.6,0.69,0.66,0.64,0.54,0.55,0.52,0.49,0.74,0.65,0.71,0.63,0.61,0.59,0.57,0.56,0.42,CB,DEF,5
Isaac Ogundere,RB,England,0.6,0.8,0.34,0.49,0.59,0.54,0.57,0.79,0.8,0.78,0.74,0.55,0.53,0.55,0.67,0.62,0.56,0.53,0.55,0.54,0.47,0.34,RB,DEF,1
Mazeed Ogungbo,LB,Republic of Ireland,0.6,0.71,0.32,0.46,0.56,0.56,0.7,0.7,0.71,0.51,0.58,0.55,0.57,0.77,0.66,0.75,0.58,0.56,0.53,0.55,0.58,0.52,LB,DEF,5
Nicolas-Bernd Oliveira,LB,Germany,0.6,0.75,0.32,0.52,0.56,0.55,0.62,0.69,0.79,0.56,0.59,0.54,0.58,0.65,0.64,0.6,0.57,0.53,0.55,0.57,0.45,0.3,LB,DEF,1
Nils Ortel,LB,Germany,0.6,0.67,0.22,0.44,0.4,0.59,0.58,0.68,0.67,0.46,0.54,0.59,0.52,0.61,0.63,0.65,0.65,0.63,0.56,0.53,0.56,0.31,LB,DEF,4
Fynn Otto,CB,Germany,0.6,0.54,0.33,0.45,0.47,0.6,0.63,0.55,0.53,0.37,0.42,0.53,0.5,0.72,0.54,0.69,0.66,0.65,0.55,0.56,0.61,0.5,CB,DEF,5
Mohamed Ouédraogo,LB,Burkina Faso,0.6,0.66,0.34,0.55,0.61,0.54,0.61,0.62,0.69,0.65,0.6,0.61,0.54,0.63,0.55,0.61,0.55,0.56,0.52,0.55,0.52,0.42,LB,DEF,1
Yaw Paintsil,LB,Norway,0.6,0.85,0.53,0.5,0.64,0.56,0.59,0.87,0.83,0.76,0.82,0.63,0.5,0.65,0.5,0.7,0.58,0.55,0.57,0.55,0.47,0.57,LB,DEF,1
Kamil Pajnowski,CB,Poland,0.6,0.58,0.27,0.4,0.43,0.59,0.69,0.57,0.58,0.49,0.71,0.48,0.63,0.74,0.65,0.68,0.61,0.6,0.57,0.57,0.58,0.38,CB,DEF,5
Ash Palmer,CB,England,0.6,0.47,0.29,0.37,0.42,0.6,0.71,0.45,0.49,0.52,0.56,0.43,0.57,0.77,0.7,0.69,0.61,0.58,0.6,0.58,0.62,0.46,CB,DEF,5
Park Dae Won,CB,Korea Republic,0.6,0.69,0.45,0.56,0.59,0.59,0.64,0.69,0.69,0.72,0.67,0.58,0.67,0.63,0.68,0.66,0.6,0.55,0.58,0.63,0.56,0.58,CB,DEF,1
Park Jin Seong,LB,Korea Republic,0.6,0.72,0.28,0.4,0.57,0.56,0.65,0.74,0.71,0.72,0.69,0.54,0.56,0.69,0.73,0.59,0.59,0.6,0.55,0.59,0.37,0.29,LB,DEF,1
Alem Pasic,CB,Austria,0.6,0.63,0.26,0.32,0.34,0.6,0.68,0.63,0.63,0.55,0.43,0.38,0.5,0.71,0.64,0.73,0.66,0.61,0.57,0.53,0.65,0.42,CB,DEF,5
Michael Pavlović,LB,Slovenia,0.6,0.71,0.31,0.48,0.51,0.55,0.57,0.72,0.7,0.57,0.66,0.54,0.53,0.55,0.64,0.58,0.62,0.58,0.52,0.54,0.45,0.37,LB,DEF,4
Luca Pazourek,RB,Austria,0.6,0.71,0.3,0.49,0.56,0.55,0.61,0.7,0.72,0.68,0.67,0.56,0.49,0.6,0.61,0.59,0.61,0.59,0.52,0.53,0.49,0.48,RB,DEF,1
Mateo Pérez,CB,Argentina,0.6,0.54,0.32,0.41,0.45,0.61,0.63,0.52,0.55,0.46,0.49,0.49,0.51,0.69,0.6,0.63,0.66,0.63,0.59,0.56,0.58,0.43,CB,DEF,5
Jakob V. Persson,RB,Sweden,0.6,0.54,0.27,0.54,0.51,0.59,0.72,0.52,0.55,0.57,0.53,0.57,0.55,0.81,0.61,0.73,0.62,0.6,0.58,0.56,0.61,0.4,RB,DEF,5
Diogo Monteiro,CB,Portugal,0.6,0.58,0.24,0.51,0.57,0.59,0.63,0.59,0.57,0.52,0.58,0.61,0.45,0.64,0.58,0.64,0.61,0.57,0.58,0.6,0.58,0.35,CB,DEF,5
James Plant,LB,England,0.6,0.72,0.35,0.54,0.58,0.55,0.48,0.71,0.72,0.72,0.72,0.57,0.58,0.41,0.59,0.46,0.57,0.57,0.55,0.54,0.45,0.29,LB,DEF,1
Kevin Pytlik,CB,Poland,0.6,0.62,0.24,0.35,0.38,0.62,0.61,0.61,0.62,0.56,0.57,0.48,0.59,0.7,0.53,0.66,0.66,0.61,0.62,0.58,0.56,0.38,CB,DEF,5
Fabricio Quaglio,LB,Bolivia,0.6,0.8,0.5,0.5,0.58,0.51,0.56,0.78,0.81,0.67,0.58,0.63,0.64,0.57,0.59,0.62,0.5,0.55,0.55,0.45,0.45,0.45,LB,DEF,1
Pedro David Ramírez,RB,Argentina,0.6,0.65,0.35,0.51,0.61,0.55,0.64,0.66,0.64,0.66,0.7,0.58,0.58,0.6,0.68,0.54,0.6,0.58,0.52,0.56,0.44,0.42,RB,DEF,1
Josh Reid,LB,Scotland,0.6,0.68,0.36,0.49,0.57,0.57,0.64,0.69,0.68,0.68,0.66,0.55,0.54,0.62,0.68,0.62,0.59,0.57,0.57,0.56,0.5,0.44,LB,DEF,1
Jay Rich-Baghuelou,CB,Australia,0.6,0.5,0.43,0.42,0.5,0.56,0.78,0.53,0.47,0.33,0.33,0.54,0.55,0.91,0.54,0.74,0.57,0.52,0.57,0.54,0.55,0.6,CB,DEF,5
Lewis Richards,LB,Republic of Ireland,0.6,0.72,0.45,0.54,0.59,0.55,0.66,0.71,0.72,0.6,0.67,0.58,0.58,0.72,0.58,0.73,0.55,0.53,0.56,0.54,0.55,0.6,LB,DEF,1
Iván Román,CB,Chile,0.6,0.65,0.27,0.46,0.42,0.59,0.75,0.65,0.65,0.63,0.73,0.38,0.55,0.79,0.8,0.77,0.6,0.58,0.6,0.53,0.63,0.42,CB,DEF,5
Sergi Rosanas,RB,Spain,0.6,0.81,0.36,0.51,0.6,0.54,0.45,0.79,0.82,0.66,0.72,0.62,0.53,0.44,0.49,0.48,0.55,0.57,0.54,0.56,0.44,0.44,RB,DEF,1
Håkon Røsten,CB,Norway,0.6,0.56,0.33,0.43,0.45,0.59,0.64,0.53,0.58,0.44,0.4,0.51,0.58,0.73,0.52,0.66,0.6,0.56,0.59,0.59,0.58,0.48,CB,DEF,5
Matías Ruiz Díaz,RB,Argentina,0.6,0.63,0.35,0.5,0.57,0.58,0.61,0.67,0.59,0.57,0.63,0.52,0.56,0.6,0.68,0.62,0.56,0.57,0.6,0.62,0.53,0.29,RB,DEF,1
Franco Saavedra,LB,Argentina,0.6,0.64,0.46,0.57,0.58,0.57,0.48,0.62,0.65,0.62,0.76,0.61,0.63,0.45,0.44,0.53,0.58,0.65,0.56,0.53,0.57,0.57,LB,DEF,1
Salvador Sánchez,CB,Argentina,0.6,0.61,0.32,0.33,0.41,0.6,0.68,0.65,0.58,0.52,0.55,0.39,0.64,0.71,0.7,0.79,0.65,0.63,0.53,0.54,0.71,0.45,CB,DEF,5
Julius Schell,CB,Germany,0.6,0.54,0.37,0.51,0.54,0.6,0.64,0.55,0.54,0.57,0.56,0.55,0.58,0.67,0.62,0.65,0.62,0.59,0.6,0.56,0.6,0.31,CB,DEF,5
Tjark Scheller,CB,Germany,0.6,0.61,0.28,0.45,0.45,0.61,0.65,0.62,0.6,0.36,0.44,0.52,0.45,0.71,0.62,0.72,0.64,0.6,0.59,0.58,0.63,0.37,CB,DEF,5
Jakob Schöller,CB,Austria,0.6,0.69,0.28,0.5,0.42,0.61,0.64,0.68,0.7,0.65,0.54,0.34,0.56,0.7,0.58,0.68,0.63,0.61,0.6,0.59,0.57,0.41,CB,DEF,5
Liam Shephard,RB,Wales,0.6,0.71,0.48,0.57,0.6,0.56,0.57,0.73,0.7,0.73,0.77,0.57,0.53,0.59,0.54,0.66,0.57,0.55,0.55,0.55,0.55,0.52,RB,DEF,1
Jack Shepherd,CB,England,0.6,0.58,0.25,0.39,0.42,0.59,0.67,0.54,0.62,0.51,0.57,0.45,0.55,0.73,0.59,0.66,0.6,0.59,0.6,0.58,0.57,0.3,CB,DEF,5
Kevin Silva,CB,Argentina,0.6,0.55,0.29,0.35,0.4,0.61,0.71,0.53,0.57,0.42,0.55,0.41,0.48,0.8,0.65,0.78,0.65,0.68,0.58,0.59,0.57,0.43,CB,DEF,5
