Name,Position,Nation,overall,pace,shooting,passing,dribbling,defending,physical,acceleration,sprint_speed,agility,balance,ball_control,reactions,strength,stamina,jumping,standing_tackle,sliding_tackle,def_awareness,interceptions,heading_accuracy,shot_power,primary_pos,pos_group,att_cluster
Paul Glatzel,ST,Germany,0.61,0.67,0.62,0.55,0.62,0.3,0.52,0.69,0.65,0.79,0.81,0.6,0.59,0.55,0.51,0.63,0.33,0.24,0.26,0.2,0.58,0.7,ST,ATT,5
Juan Pablo Goicochea,ST,Peru,0.61,0.61,0.61,0.46,0.6,0.2,0.7,0.67,0.56,0.62,0.65,0.61,0.61,0.74,0.61,0.68,0.18,0.17,0.16,0.15,0.54,0.66,ST,ATT,5
Conor Grant,LW,Republic of Ireland,0.61,0.76,0.54,0.59,0.63,0.55,0.56,0.78,0.75,0.75,0.76,0.6,0.58,0.52,0.66,0.59,0.6,0.57,0.53,0.54,0.47,0.55,LW,ATT,2
Alex Greive,ST,New Zealand,0.61,0.78,0.6,0.49,0.6,0.18,0.58,0.77,0.79,0.65,0.68,0.6,0.6,0.59,0.69,0.72,0.14,0.11,0.16,0.1,0.6,0.6,ST,ATT,5
Ismail Harnafi,ST,Morocco,0.61,0.73,0.59,0.55,0.65,0.44,0.61,0.71,0.74,0.78,0.72,0.58,0.66,0.55,0.69,0.61,0.48,0.42,0.43,0.38,0.5,0.58,ST,ATT,2
Agustin Hausch,ST,Argentina,0.61,0.8,0.61,0.53,0.66,0.29,0.47,0.81,0.79,0.8,0.68,0.62,0.62,0.42,0.53,0.56,0.28,0.24,0.3,0.23,0.5,0.57,ST,ATT,0
Frederik Heiselberg,ST,Denmark,0.61,0.64,0.59,0.51,0.58,0.25,0.68,0.61,0.66,0.55,0.43,0.63,0.55,0.77,0.64,0.75,0.19,0.18,0.22,0.23,0.63,0.62,ST,ATT,1
Kane Hemmings,ST,England,0.61,0.66,0.6,0.52,0.6,0.29,0.64,0.67,0.65,0.67,0.64,0.6,0.6,0.73,0.73,0.73,0.2,0.19,0.2,0.43,0.6,0.62,ST,ATT,5
Leandro Hernández,LW,Chile,0.61,0.71,0.56,0.49,0.65,0.24,0.37,0.69,0.72,0.68,0.74,0.64,0.57,0.32,0.55,0.34,0.21,0.26,0.24,0.24,0.3,0.58,LW,ATT,0
Joe Hugill,ST,England,0.61,0.67,0.62,0.49,0.55,0.22,0.66,0.58,0.74,0.57,0.51,0.56,0.61,0.7,0.59,0.67,0.19,0.21,0.15,0.18,0.6,0.66,ST,ATT,6
Henrik Kjelsrud Johansen,ST,Norway,0.61,0.52,0.59,0.42,0.55,0.37,0.77,0.57,0.48,0.62,0.58,0.61,0.57,0.81,0.72,0.77,0.45,0.28,0.31,0.22,0.67,0.63,ST,ATT,1
Danny Johnson,ST,England,0.61,0.54,0.63,0.47,0.6,0.24,0.56,0.56,0.53,0.69,0.7,0.6,0.64,0.64,0.5,0.56,0.21,0.18,0.18,0.2,0.61,0.65,ST,ATT,6
Mathias Jørgensen,ST,Denmark,0.61,0.82,0.6,0.49,0.61,0.28,0.6,0.8,0.83,0.77,0.65,0.62,0.54,0.59,0.63,0.67,0.23,0.22,0.33,0.19,0.52,0.61,ST,ATT,5
Johsbosco Kalu,ST,Nigeria,0.61,0.54,0.6,0.48,0.62,0.23,0.61,0.5,0.58,0.67,0.71,0.63,0.58,0.77,0.34,0.68,0.22,0.15,0.15,0.21,0.59,0.6,ST,ATT,6
Bobby Kamwa,ST,Cameroon,0.61,0.83,0.57,0.53,0.6,0.28,0.66,0.81,0.84,0.66,0.68,0.58,0.57,0.66,0.66,0.76,0.27,0.23,0.24,0.21,0.59,0.6,ST,ATT,5
Aidan Keena,ST,Republic of Ireland,0.61,0.7,0.6,0.55,0.61,0.36,0.67,0.69,0.7,0.63,0.68,0.61,0.58,0.68,0.69,0.68,0.41,0.34,0.24,0.39,0.56,0.62,ST,ATT,2
Andu Kelati,LW,Germany,0.61,0.72,0.55,0.56,0.64,0.33,0.47,0.71,0.72,0.68,0.62,0.65,0.44,0.49,0.52,0.47,0.39,0.28,0.29,0.27,0.39,0.5,LW,ATT,0
Charlie Kelman,ST,United States,0.61,0.81,0.62,0.48,0.63,0.26,0.6,0.82,0.8,0.79,0.71,0.6,0.58,0.56,0.71,0.68,0.26,0.24,0.22,0.21,0.52,0.65,ST,ATT,5
Deandre Kerr,ST,Canada,0.61,0.78,0.59,0.52,0.6,0.47,0.71,0.78,0.78,0.64,0.64,0.58,0.51,0.79,0.68,0.83,0.52,0.45,0.4,0.44,0.6,0.62,ST,ATT,2
Lewis Koumas,LW,Wales,0.61,0.74,0.6,0.49,0.65,0.26,0.54,0.76,0.72,0.72,0.65,0.64,0.56,0.53,0.58,0.65,0.22,0.2,0.24,0.23,0.57,0.6,LW,ATT,5
Julian Kügel,ST,Germany,0.61,0.67,0.57,0.45,0.53,0.25,0.7,0.66,0.67,0.45,0.51,0.55,0.59,0.8,0.63,0.78,0.19,0.23,0.21,0.22,0.66,0.58,ST,ATT,6
Emir Kuhinja,ST,Germany,0.61,0.76,0.61,0.5,0.59,0.35,0.59,0.7,0.8,0.65,0.68,0.58,0.57,0.61,0.64,0.66,0.29,0.29,0.35,0.35,0.57,0.6,ST,ATT,5
Alou Kuol,ST,Australia,0.61,0.77,0.58,0.45,0.56,0.31,0.71,0.81,0.74,0.73,0.69,0.55,0.63,0.73,0.69,0.82,0.27,0.26,0.24,0.36,0.61,0.64,ST,ATT,5
Leonço,ST,Brazil,0.61,0.62,0.63,0.41,0.54,0.24,0.61,0.64,0.61,0.56,0.53,0.56,0.56,0.76,0.56,0.76,0.18,0.16,0.21,0.19,0.66,0.63,ST,ATT,6
Li Shenglong,ST,China PR,0.61,0.8,0.58,0.54,0.58,0.43,0.69,0.84,0.76,0.71,0.6,0.57,0.6,0.71,0.66,0.82,0.41,0.43,0.43,0.39,0.61,0.6,ST,ATT,2
Jonas Lindberg,ST,Sweden,0.61,0.56,0.6,0.61,0.63,0.43,0.65,0.55,0.57,0.64,0.79,0.63,0.63,0.61,0.71,0.61,0.5,0.45,0.31,0.43,0.55,0.63,ST,ATT,2
Elliott List,ST,England,0.61,0.89,0.61,0.51,0.63,0.28,0.58,0.9,0.89,0.86,0.82,0.59,0.58,0.54,0.73,0.77,0.33,0.35,0.19,0.18,0.53,0.66,ST,ATT,7
Ryan Loft,ST,England,0.61,0.58,0.6,0.48,0.57,0.3,0.76,0.56,0.59,0.52,0.53,0.59,0.56,0.82,0.7,0.76,0.36,0.34,0.21,0.18,0.63,0.67,ST,ATT,1
Pau Mascaró,ST,Spain,0.61,0.74,0.63,0.45,0.59,0.24,0.6,0.68,0.78,0.67,0.7,0.57,0.61,0.64,0.66,0.67,0.19,0.11,0.23,0.24,0.58,0.66,ST,ATT,5
Ulrik Mathisen,RW,Norway,0.61,0.71,0.53,0.59,0.65,0.53,0.55,0.73,0.7,0.72,0.75,0.64,0.6,0.53,0.57,0.56,0.53,0.53,0.54,0.56,0.45,0.59,RW,ATT,2
Michael Mellon,ST,Scotland,0.61,0.71,0.6,0.48,0.6,0.26,0.65,0.73,0.7,0.67,0.66,0.59,0.6,0.69,0.65,0.71,0.25,0.21,0.22,0.2,0.56,0.59,ST,ATT,5
Peter Michael,ST,Nigeria,0.61,0.7,0.58,0.46,0.59,0.35,0.69,0.66,0.73,0.58,0.69,0.61,0.53,0.81,0.61,0.78,0.41,0.33,0.2,0.37,0.61,0.61,ST,ATT,5
Nikolaj Moller,ST,Sweden,0.61,0.56,0.62,0.44,0.6,0.29,0.63,0.54,0.58,0.53,0.48,0.66,0.51,0.67,0.58,0.67,0.21,0.23,0.29,0.24,0.69,0.62,ST,ATT,1
Enmanuel Moreno,ST,Venezuela,0.61,0.72,0.62,0.48,0.62,0.19,0.47,0.74,0.7,0.63,0.76,0.62,0.56,0.5,0.52,0.59,0.11,0.15,0.18,0.2,0.52,0.62,ST,ATT,0
Malik Mothersille,ST,England,0.61,0.73,0.6,0.53,0.63,0.28,0.59,0.71,0.74,0.74,0.61,0.63,0.6,0.6,0.63,0.65,0.23,0.18,0.22,0.35,0.54,0.62,ST,ATT,5
Jack Muldoon,ST,England,0.61,0.74,0.6,0.52,0.62,0.23,0.64,0.76,0.72,0.73,0.71,0.61,0.61,0.61,0.83,0.71,0.22,0.16,0.2,0.15,0.58,0.63,ST,ATT,5
Danny Mullen,ST,Scotland,0.61,0.7,0.61,0.49,0.6,0.41,0.59,0.69,0.71,0.67,0.68,0.6,0.57,0.62,0.5,0.66,0.37,0.34,0.4,0.43,0.58,0.61,ST,ATT,2
Jordan Murray,ST,Australia,0.61,0.6,0.6,0.46,0.6,0.18,0.65,0.63,0.58,0.59,0.58,0.62,0.48,0.73,0.69,0.74,0.11,0.16,0.15,0.11,0.67,0.64,ST,ATT,6
Francisco Mwepu,ST,Zambia,0.61,0.79,0.62,0.42,0.63,0.23,0.51,0.8,0.78,0.72,0.72,0.62,0.53,0.56,0.54,0.69,0.12,0.15,0.25,0.22,0.57,0.62,ST,ATT,5
Petru Neagu,LW,Moldova,0.61,0.67,0.61,0.58,0.62,0.24,0.57,0.68,0.67,0.66,0.58,0.62,0.55,0.62,0.54,0.66,0.19,0.23,0.2,0.21,0.58,0.67,LW,ATT,5
Yonis Njoh,ST,France,0.61,0.63,0.61,0.49,0.59,0.17,0.53,0.64,0.63,0.55,0.58,0.61,0.57,0.57,0.59,0.62,0.12,0.16,0.11,0.13,0.59,0.6,ST,ATT,6
Dan Nlundulu,ST,England,0.61,0.68,0.59,0.46,0.59,0.21,0.68,0.64,0.72,0.65,0.61,0.57,0.62,0.82,0.67,0.78,0.16,0.14,0.16,0.2,0.62,0.6,ST,ATT,5
Luke Norris,ST,England,0.61,0.55,0.61,0.5,0.59,0.25,0.73,0.54,0.55,0.57,0.59,0.6,0.6,0.81,0.69,0.74,0.14,0.13,0.33,0.18,0.61,0.62,ST,ATT,1
Gatlin O'Donkor,ST,England,0.61,0.73,0.6,0.47,0.62,0.31,0.68,0.72,0.73,0.7,0.75,0.6,0.55,0.75,0.6,0.75,0.3,0.3,0.27,0.27,0.58,0.62,ST,ATT,5
Emeka Oduah,RW,Germany,0.61,0.81,0.56,0.5,0.62,0.26,0.6,0.79,0.82,0.66,0.56,0.62,0.56,0.71,0.6,0.67,0.24,0.22,0.24,0.26,0.44,0.56,RW,ATT,5
Kennedy Okpala,ST,Germany,0.61,0.79,0.59,0.44,0.65,0.28,0.58,0.75,0.83,0.75,0.68,0.6,0.56,0.68,0.56,0.68,0.26,0.23,0.25,0.24,0.52,0.57,ST,ATT,5
Vadaine Oliver,ST,England,0.61,0.58,0.59,0.5,0.57,0.41,0.79,0.54,0.61,0.59,0.56,0.57,0.54,0.89,0.63,0.86,0.42,0.33,0.35,0.4,0.63,0.64,ST,ATT,1
Moses Otuali,ST,Nigeria,0.61,0.87,0.59,0.45,0.61,0.23,0.56,0.84,0.9,0.71,0.7,0.54,0.58,0.63,0.6,0.69,0.21,0.19,0.2,0.22,0.48,0.56,ST,ATT,5
Ruari Paton,ST,Republic of Ireland,0.61,0.73,0.61,0.37,0.6,0.27,0.7,0.74,0.72,0.73,0.76,0.59,0.58,0.66,0.83,0.71,0.29,0.24,0.19,0.2,0.59,0.62,ST,ATT,5
Dženan Pejčinović,ST,Germany,0.61,0.58,0.6,0.52,0.61,0.24,0.59,0.62,0.54,0.65,0.53,0.63,0.6,0.63,0.53,0.67,0.23,0.18,0.16,0.21,0.63,0.6,ST,ATT,6
Jeremías Pérez Tica,ST,Argentina,0.61,0.59,0.64,0.51,0.59,0.22,0.56,0.61,0.58,0.62,0.76,0.61,0.55,0.61,0.54,0.67,0.13,0.17,0.22,0.19,0.63,0.65,ST,ATT,6
Bobby Pointon,RW,England,0.61,0.76,0.56,0.56,0.65,0.3,0.48,0.77,0.75,0.86,0.85,0.6,0.57,0.47,0.54,0.48,0.37,0.33,0.25,0.25,0.33,0.64,RW,ATT,0
Abdullah Radif,ST,Saudi Arabia,0.61,0.82,0.56,0.38,0.53,0.22,0.66,0.77,0.86,0.68,0.35,0.56,0.6,0.72,0.66,0.8,0.15,0.13,0.19,0.2,0.62,0.55,ST,ATT,5
Tiago Machado,ST,Portugal,0.61,0.67,0.6,0.46,0.59,0.24,0.59,0.68,0.67,0.55,0.55,0.62,0.61,0.72,0.53,0.73,0.18,0.21,0.23,0.2,0.6,0.59,ST,ATT,5
Jesper Reitan-Sunde,RW,Norway,0.61,0.83,0.54,0.53,0.62,0.36,0.48,0.84,0.82,0.79,0.87,0.6,0.46,0.4,0.6,0.47,0.36,0.38,0.35,0.38,0.36,0.55,RW,ATT,0
Lucas Ricoy,ST,Spain,0.61,0.52,0.62,0.5,0.6,0.28,0.55,0.53,0.52,0.51,0.58,0.63,0.56,0.64,0.54,0.65,0.26,0.2,0.2,0.26,0.66,0.64,ST,ATT,6
Clément Rodrigues,ST,France,0.61,0.64,0.63,0.48,0.6,0.2,0.54,0.63,0.65,0.59,0.68,0.62,0.59,0.59,0.58,0.65,0.17,0.15,0.15,0.16,0.61,0.63,ST,ATT,6
Jakob Napoleon Romsaas,ST,Norway,0.61,0.77,0.58,0.57,0.61,0.34,0.61,0.75,0.78,0.61,0.53,0.64,0.5,0.68,0.58,0.68,0.3,0.28,0.32,0.37,0.5,0.58,ST,ATT,5
Lucas Röser,ST,Germany,0.61,0.7,0.61,0.52,0.61,0.32,0.65,0.68,0.71,0.67,0.69,0.6,0.57,0.71,0.6,0.71,0.24,0.17,0.37,0.3,0.57,0.62,ST,ATT,5
Michael Ruhs,ST,Australia,0.61,0.76,0.6,0.5,0.62,0.41,0.65,0.73,0.78,0.69,0.72,0.61,0.58,0.72,0.54,0.7,0.44,0.39,0.38,0.39,0.5,0.59,ST,ATT,2
Ignacio Russo,ST,Argentina,0.61,0.67,0.6,0.47,0.61,0.27,0.56,0.69,0.65,0.67,0.7,0.63,0.57,0.61,0.56,0.68,0.24,0.21,0.28,0.18,0.6,0.6,ST,ATT,5
Pablo Sáenz,ST,Spain,0.61,0.69,0.6,0.46,0.63,0.22,0.53,0.72,0.67,0.68,0.79,0.63,0.54,0.52,0.53,0.65,0.17,0.16,0.19,0.15,0.61,0.6,ST,ATT,5
Enes Sali,LW,Romania,0.61,0.81,0.52,0.54,0.68,0.23,0.38,0.82,0.8,0.85,0.83,0.65,0.46,0.33,0.54,0.42,0.24,0.23,0.2,0.21,0.3,0.53,LW,ATT,0
Alex Samuel,ST,Wales,0.61,0.82,0.59,0.51,0.64,0.33,0.68,0.81,0.83,0.74,0.72,0.61,0.56,0.65,0.79,0.75,0.32,0.27,0.3,0.28,0.58,0.6,ST,ATT,5
Sidi Sané,ST,Germany,0.61,0.69,0.58,0.57,0.65,0.43,0.56,0.67,0.7,0.68,0.58,0.64,0.59,0.64,0.52,0.66,0.44,0.42,0.4,0.41,0.55,0.64,ST,ATT,2
James Scott,ST,Scotland,0.61,0.64,0.61,0.47,0.6,0.19,0.65,0.62,0.66,0.61,0.44,0.61,0.53,0.81,0.42,0.77,0.16,0.12,0.14,0.13,0.62,0.67,ST,ATT,6
Laorent Shabani,LW,Albania,0.61,0.8,0.53,0.56,0.63,0.52,0.61,0.81,0.8,0.78,0.71,0.61,0.55,0.56,0.73,0.6,0.52,0.52,0.56,0.52,0.44,0.59,LW,ATT,2
Ísak Andri Sigurgeirsson,LW,Iceland,0.61,0.73,0.6,0.55,0.61,0.25,0.5,0.71,0.74,0.69,0.58,0.62,0.56,0.47,0.68,0.46,0.27,0.22,0.21,0.24,0.36,0.6,LW,ATT,0
Rodrigo Duarte,RW,Portugal,0.61,0.73,0.51,0.58,0.65,0.26,0.44,0.76,0.7,0.83,0.7,0.62,0.56,0.43,0.55,0.44,0.31,0.34,0.21,0.19,0.34,0.46,RW,ATT,0
Moonga Simba,RW,Sweden,0.61,0.81,0.53,0.52,0.65,0.29,0.61,0.81,0.81,0.76,0.75,0.64,0.5,0.69,0.52,0.63,0.24,0.26,0.32,0.3,0.36,0.58,RW,ATT,0
Laurs Skjellerup,ST,Denmark,0.61,0.69,0.59,0.54,0.58,0.35,0.65,0.7,0.68,0.59,0.65,0.59,0.59,0.71,0.55,0.74,0.33,0.35,0.28,0.34,0.61,0.57,ST,ATT,5
Tyler Smith,ST,England,0.61,0.78,0.6,0.47,0.62,0.28,0.59,0.77,0.78,0.77,0.73,0.6,0.59,0.6,0.65,0.71,0.24,0.23,0.29,0.22,0.57,0.62,ST,ATT,5
Song Si Woo,ST,Korea Republic,0.61,0.74,0.62,0.56,0.59,0.36,0.54,0.75,0.73,0.7,0.73,0.58,0.6,0.59,0.38,0.61,0.36,0.38,0.29,0.39,0.48,0.64,ST,ATT,0
Jude Soonsup-Bell,ST,England,0.61,0.75,0.62,0.47,0.58,0.3,0.61,0.78,0.72,0.68,0.64,0.58,0.58,0.65,0.51,0.74,0.28,0.23,0.31,0.18,0.59,0.61,ST,ATT,5
Remi-André Svindland,RW,Norway,0.61,0.64,0.55,0.6,0.62,0.4,0.61,0.67,0.61,0.67,0.69,0.62,0.6,0.56,0.78,0.56,0.4,0.38,0.35,0.45,0.48,0.58,RW,ATT,2
Levente Szabó,ST,Hungary,0.61,0.6,0.59,0.44,0.55,0.27,0.71,0.54,0.65,0.58,0.45,0.59,0.6,0.8,0.62,0.79,0.25,0.26,0.17,0.22,0.71,0.62,ST,ATT,1
Scott Tiffoney,ST,Scotland,0.61,0.82,0.6,0.53,0.65,0.37,0.51,0.84,0.8,0.92,0.69,0.62,0.61,0.42,0.68,0.6,0.35,0.27,0.4,0.29,0.56,0.64,ST,ATT,7
Lorent Tolaj,ST,Switzerland,0.61,0.72,0.61,0.46,0.59,0.33,0.72,0.67,0.76,0.72,0.66,0.59,0.58,0.75,0.68,0.72,0.34,0.28,0.3,0.27,0.58,0.64,ST,ATT,5
Richard Torales,ST,Paraguay,0.61,0.57,0.63,0.39,0.57,0.18,0.57,0.58,0.57,0.52,0.62,0.59,0.58,0.72,0.5,0.67,0.13,0.17,0.12,0.14,0.56,0.64,ST,ATT,6
Gonzalo Torres,ST,Argentina,0.61,0.63,0.62,0.51,0.64,0.3,0.56,0.61,0.65,0.58,0.66,0.64,0.57,0.66,0.46,0.58,0.29,0.28,0.25,0.3,0.47,0.65,ST,ATT,5
David Toshevski,ST,North Macedonia,0.61,0.57,0.61,0.39,0.54,0.26,0.64,0.58,0.57,0.52,0.52,0.54,0.63,0.68,0.56,0.74,0.18,0.26,0.23,0.19,0.72,0.65,ST,ATT,6
Samson Tovide,ST,England,0.61,0.82,0.58,0.51,0.62,0.4,0.79,0.84,0.81,0.76,0.76,0.57,0.57,0.79,0.75,0.8,0.41,0.32,0.39,0.39,0.52,0.59,ST,ATT,2
Mai Traore,ST,Guinea,0.61,0.76,0.58,0.45,0.59,0.19,0.61,0.78,0.74,0.74,0.6,0.58,0.56,0.67,0.63,0.77,0.13,0.11,0.13,0.16,0.64,0.58,ST,ATT,5
Christoph Urdl,RW,Austria,0.61,0.68,0.64,0.59,0.61,0.35,0.61,0.67,0.68,0.66,0.66,0.6,0.47,0.62,0.65,0.63,0.37,0.35,0.27,0.32,0.54,0.67,RW,ATT,5
Bobby Wales,ST,Scotland,0.61,0.77,0.58,0.47,0.58,0.21,0.58,0.75,0.79,0.62,0.67,0.61,0.61,0.65,0.52,0.74,0.11,0.15,0.18,0.24,0.63,0.61,ST,ATT,5
Ole Wohlers,ST,Germany,0.61,0.65,0.6,0.51,0.58,0.22,0.58,0.64,0.66,0.54,0.64,0.59,0.54,0.61,0.55,0.67,0.18,0.15,0.16,0.18,0.63,0.59,ST,ATT,6
Won Ki Jong,ST,Korea Republic,0.61,0.67,0.63,0.45,0.6,0.25,0.47,0.7,0.64,0.56,0.65,0.64,0.57,0.53,0.46,0.54,0.25,0.23,0.2,0.23,0.47,0.7,ST,ATT,0
Yoon Do Yong,RW,Korea Republic,0.61,0.73,0.57,0.54,0.63,0.34,0.48,0.75,0.72,0.62,0.72,0.58,0.63,0.46,0.65,0.46,0.43,0.29,0.23,0.39,0.35,0.63,RW,ATT,0
Massimo Zilli,ST,Italy,0.61,0.7,0.58,0.53,0.61,0.36,0.57,0.7,0.7,0.68,0.75,0.58,0.55,0.6,0.53,0.7,0.34,0.28,0.28,0.39,0.66,0.59,ST,ATT,5
Jovan Živković,RW,Austria,0.61,0.82,0.55,0.49,0.67,0.22,0.5,0.83,0.81,0.84,0.75,0.66,0.53,0.41,0.57,0.56,0.23,0.19,0.17,0.15,0.52,0.55,RW,ATT,0
Erick Zúñiga,RW,Ecuador,0.61,0.73,0.56,0.56,0.63,0.56,0.58,0.74,0.73,0.65,0.73,0.64,0.57,0.59,0.6,0.71,0.6,0.53,0.42,0.66,0.64,0.55,RW,ATT,2
Gustavo Aguilar,ST,Paraguay,0.6,0.57,0.62,0.47,0.58,0.26,0.64,0.6,0.54,0.54,0.55,0.62,0.55,0.71,0.66,0.65,0.23,0.22,0.22,0.23,0.54,0.58,ST,ATT,6
An Byong Jun,ST,Korea DPR,0.6,0.53,0.63,0.48,0.56,0.3,0.68,0.56,0.51,0.57,0.61,0.58,0.54,0.74,0.64,0.7,0.24,0.15,0.34,0.22,0.62,0.7,ST,ATT,1
Josh Andrews,ST,England,0.6,0.65,0.59,0.44,0.54,0.2,0.69,0.62,0.68,0.48,0.42,0.58,0.55,0.83,0.62,0.76,0.18,0.14,0.16,0.12,0.59,0.63,ST,ATT,6
David Ankeye,ST,Nigeria,0.6,0.71,0.55,0.47,0.61,0.3,0.59,0.68,0.74,0.65,0.62,0.61,0.62,0.66,0.53,0.68,0.28,0.32,0.29,0.17,0.59,0.63,ST,ATT,5
Ayman,ST,Morocco,0.6,0.63,0.59,0.46,0.6,0.32,0.58,0.64,0.62,0.71,0.64,0.58,0.55,0.57,0.61,0.66,0.29,0.23,0.3,0.24,0.67,0.6,ST,ATT,5
Ravve Assayeg,ST,Israel,0.6,0.61,0.62,0.46,0.56,0.22,0.61,0.59,0.62,0.55,0.56,0.6,0.55,0.63,0.65,0.66,0.19,0.21,0.18,0.14,0.62,0.6,ST,ATT,6
Felipe Barrientos,RW,Chile,0.6,0.74,0.5,0.54,0.63,0.22,0.41,0.72,0.75,0.72,0.79,0.62,0.5,0.33,0.58,0.45,0.13,0.14,0.33,0.11,0.48,0.46,RW,ATT,0
Simon Becher,ST,United States,0.6,0.58,0.62,0.4,0.57,0.38,0.6,0.64,0.53,0.55,0.48,0.56,0.52,0.73,0.53,0.71,0.39,0.33,0.37,0.31,0.59,0.64,ST,ATT,1
Albin Berisha,ST,Kosovo,0.6,0.63,0.61,0.46,0.58,0.24,0.59,0.62,0.64,0.55,0.59,0.58,0.57,0.57,0.68,0.61,0.2,0.24,0.21,0.2,0.57,0.6,ST,ATT,6
Benjamin Boakye,LW,Germany,0.6,0.81,0.54,0.52,0.62,0.22,0.45,0.82,0.81,0.71,0.73,0.6,0.51,0.48,0.48,0.52,0.2,0.22,0.22,0.16,0.39,0.58,LW,ATT,0
Maurice Boakye,ST,Germany,0.6,0.7,0.58,0.52,0.62,0.25,0.5,0.72,0.69,0.62,0.65,0.6,0.69,0.54,0.55,0.59,0.24,0.22,0.2,0.24,0.51,0.58,ST,ATT,0
Ricky Bornschein,ST,Germany,0.6,0.59,0.59,0.42,0.58,0.36,0.65,0.54,0.63,0.55,0.51,0.62,0.56,0.74,0.56,0.7,0.33,0.31,0.34,0.3,0.65,0.62,ST,ATT,1
Seán Boyd,ST,Republic of Ireland,0.6,0.42,0.61,0.46,0.52,0.34,0.74,0.51,0.34,0.32,0.33,0.6,0.53,0.79,0.61,0.74,0.22,0.19,0.39,0.34,0.69,0.62,ST,ATT,1
Sean Busch,ST,Germany,0.6,0.7,0.63,0.42,0.57,0.17,0.59,0.68,0.71,0.54,0.58,0.57,0.53,0.62,0.53,0.62,0.12,0.11,0.13,0.14,0.51,0.71,ST,ATT,6
Sekou Camara,ST,Guinea,0.6,0.82,0.55,0.45,0.6,0.39,0.69,0.8,0.83,0.74,0.7,0.57,0.56,0.66,0.72,0.75,0.33,0.3,0.43,0.38,0.59,0.53,ST,ATT,2
Juan David Carabalí,ST,Colombia,0.6,0.77,0.59,0.49,0.59,0.22,0.64,0.79,0.75,0.75,0.7,0.52,0.55,0.7,0.75,0.74,0.22,0.2,0.16,0.15,0.55,0.59,ST,ATT,5
Gonçalo Teixeira,LW,Portugal,0.6,0.68,0.51,0.59,0.63,0.29,0.5,0.67,0.69,0.7,0.67,0.64,0.54,0.52,0.58,0.45,0.27,0.26,0.32,0.28,0.33,0.48,LW,ATT,0
Leonardo Cerri,ST,Italy,0.6,0.37,0.62,0.47,0.52,0.32,0.69,0.35,0.38,0.47,0.33,0.55,0.61,0.79,0.55,0.78,0.22,0.22,0.32,0.3,0.78,0.61,ST,ATT,1
Reyes Cleary,ST,England,0.6,0.74,0.58,0.44,0.58,0.29,0.63,0.73,0.74,0.65,0.69,0.58,0.58,0.72,0.67,0.74,0.27,0.21,0.25,0.28,0.56,0.61,ST,ATT,5
Ionuț Cojocaru,RW,Romania,0.6,0.71,0.63,0.57,0.6,0.25,0.57,0.68,0.73,0.65,0.61,0.6,0.51,0.64,0.55,0.55,0.25,0.22,0.22,0.2,0.42,0.7,RW,ATT,5
Carlos Cortés,ST,Colombia,0.6,0.58,0.63,0.42,0.53,0.25,0.68,0.6,0.57,0.55,0.7,0.53,0.55,0.82,0.63,0.77,0.21,0.22,0.2,0.19,0.62,0.65,ST,ATT,6
Ronan Coughlan,ST,Republic of Ireland,0.6,0.71,0.59,0.53,0.6,0.24,0.65,0.71,0.71,0.67,0.77,0.6,0.59,0.68,0.71,0.71,0.2,0.16,0.2,0.25,0.58,0.61,ST,ATT,5
Esteban Crucci,ST,Uruguay,0.6,0.58,0.66,0.55,0.58,0.17,0.58,0.6,0.57,0.63,0.68,0.61,0.5,0.69,0.56,0.55,0.12,0.17,0.17,0.12,0.44,0.66,ST,ATT,6
Jaka Čuber Potočnik,ST,Slovenia,0.6,0.6,0.61,0.45,0.6,0.22,0.56,0.62,0.59,0.51,0.49,0.65,0.51,0.64,0.55,0.67,0.17,0.15,0.19,0.15,0.62,0.59,ST,ATT,6
Josh Davison,ST,England,0.6,0.64,0.59,0.44,0.57,0.19,0.81,0.61,0.66,0.59,0.61,0.57,0.56,0.88,0.72,0.79,0.11,0.13,0.19,0.15,0.61,0.65,ST,ATT,5
Ramiro Degregorio,RW,Argentina,0.6,0.72,0.51,0.53,0.66,0.3,0.4,0.77,0.67,0.89,0.78,0.64,0.51,0.37,0.58,0.44,0.34,0.33,0.29,0.18,0.41,0.55,RW,ATT,0
Ivan Djantou,ST,Cameroon,0.6,0.71,0.59,0.39,0.56,0.24,0.73,0.7,0.72,0.53,0.48,0.6,0.4,0.81,0.6,0.81,0.22,0.18,0.17,0.22,0.65,0.63,ST,ATT,6
Jhojan Domínguez,LW,Peru,0.6,0.68,0.58,0.53,0.62,0.24,0.46,0.67,0.68,0.66,0.7,0.63,0.55,0.52,0.49,0.47,0.27,0.19,0.21,0.16,0.4,0.6,LW,ATT,0
Domi,ST,Spain,0.6,0.68,0.6,0.47,0.63,0.27,0.44,0.69,0.67,0.62,0.7,0.65,0.48,0.44,0.6,0.52,0.23,0.21,0.26,0.2,0.58,0.56,ST,ATT,0
Chris Donovan,ST,United States,0.6,0.65,0.58,0.45,0.59,0.35,0.62,0.64,0.66,0.59,0.59,0.59,0.61,0.62,0.59,0.67,0.35,0.3,0.31,0.29,0.6,0.61,ST,ATT,5
Ludéric Etonde,ST,France,0.6,0.53,0.62,0.46,0.55,0.24,0.66,0.45,0.59,0.51,0.49,0.57,0.59,0.77,0.5,0.69,0.21,0.16,0.22,0.15,0.63,0.7,ST,ATT,1
