Name,Position,Nation,overall,pace,shooting,passing,dribbling,defending,physical,acceleration,sprint_speed,agility,balance,ball_control,reactions,strength,stamina,jumping,standing_tackle,sliding_tackle,def_awareness,interceptions,heading_accuracy,shot_power,primary_pos,pos_group,mid_cluster
Madih Talal,CAM,France,0.63,0.52,0.59,0.63,0.66,0.51,0.65,0.51,0.53,0.59,0.66,0.67,0.59,0.63,0.74,0.56,0.59,0.54,0.45,0.46,0.5,0.62,CAM,MID,0
Chemsdine Talbi,RM,Belgium,0.63,0.79,0.52,0.57,0.71,0.29,0.4,0.85,0.74,0.83,0.81,0.68,0.43,0.46,0.36,0.52,0.28,0.23,0.31,0.25,0.36,0.54,RM,MID,3
Berkan Taz,CAM,Germany,0.63,0.72,0.54,0.6,0.7,0.31,0.57,0.77,0.68,0.88,0.86,0.66,0.61,0.61,0.62,0.61,0.25,0.25,0.37,0.28,0.43,0.6,CAM,MID,4
Charlie Telfer,CAM,Scotland,0.63,0.75,0.61,0.61,0.67,0.53,0.57,0.74,0.75,0.77,0.8,0.67,0.59,0.56,0.7,0.59,0.5,0.51,0.58,0.54,0.46,0.66,CAM,MID,6
Christian Theoharous,LM,Australia,0.63,0.81,0.58,0.53,0.66,0.31,0.41,0.83,0.79,0.68,0.89,0.61,0.54,0.29,0.62,0.43,0.26,0.24,0.34,0.36,0.33,0.59,LM,MID,3
Curtis Thompson,CM,England,0.63,0.66,0.58,0.59,0.65,0.63,0.73,0.68,0.65,0.79,0.79,0.63,0.63,0.71,0.73,0.73,0.64,0.63,0.62,0.65,0.62,0.59,CM,MID,6
George Thomson,RM,England,0.63,0.69,0.6,0.6,0.63,0.51,0.63,0.7,0.69,0.78,0.76,0.6,0.61,0.59,0.85,0.53,0.55,0.45,0.52,0.53,0.41,0.62,RM,MID,6
Simon Tibbling,LM,Sweden,0.63,0.6,0.53,0.62,0.65,0.5,0.59,0.59,0.6,0.71,0.73,0.65,0.61,0.59,0.65,0.53,0.5,0.45,0.54,0.49,0.45,0.57,LM,MID,2
Al Hassan Touré,RM,Australia,0.63,0.85,0.59,0.56,0.63,0.31,0.68,0.84,0.86,0.71,0.6,0.6,0.52,0.77,0.63,0.79,0.33,0.28,0.27,0.25,0.5,0.66,RM,MID,4
Troncho,RM,Spain,0.63,0.7,0.61,0.6,0.63,0.36,0.53,0.67,0.72,0.52,0.67,0.65,0.58,0.56,0.54,0.56,0.34,0.33,0.36,0.35,0.48,0.68,RM,MID,4
Ryan Tunnicliffe,CDM,England,0.63,0.5,0.57,0.6,0.6,0.6,0.7,0.46,0.54,0.61,0.68,0.59,0.6,0.77,0.55,0.66,0.61,0.58,0.6,0.62,0.56,0.65,CDM,MID,0
Lukas Tursch,CDM,Austria,0.63,0.57,0.56,0.55,0.58,0.62,0.71,0.51,0.62,0.57,0.63,0.59,0.58,0.74,0.65,0.7,0.63,0.6,0.62,0.61,0.67,0.68,CDM,MID,0
Laurin Ulrich,CM,Germany,0.63,0.69,0.59,0.62,0.69,0.49,0.61,0.73,0.66,0.77,0.76,0.68,0.63,0.64,0.62,0.6,0.52,0.38,0.52,0.47,0.44,0.65,CM,MID,6
Franco Vega,CM,Argentina,0.63,0.66,0.47,0.63,0.64,0.5,0.57,0.68,0.64,0.66,0.65,0.65,0.6,0.59,0.58,0.56,0.51,0.55,0.54,0.42,0.45,0.61,CM,MID,2
Robin Velasco,LM,Germany,0.63,0.72,0.55,0.59,0.65,0.3,0.46,0.73,0.71,0.65,0.76,0.64,0.5,0.43,0.48,0.43,0.29,0.3,0.3,0.29,0.37,0.55,LM,MID,3
Jair Tavares,LM,Portugal,0.63,0.9,0.56,0.55,0.63,0.25,0.43,0.91,0.89,0.8,0.64,0.59,0.59,0.34,0.59,0.48,0.29,0.27,0.18,0.22,0.37,0.61,LM,MID,4
Carlo Villanueva,CAM,Chile,0.63,0.68,0.57,0.58,0.64,0.38,0.59,0.68,0.68,0.66,0.6,0.64,0.57,0.63,0.54,0.62,0.38,0.42,0.31,0.41,0.5,0.59,CAM,MID,4
Matty Virtue,CM,England,0.63,0.66,0.57,0.59,0.65,0.61,0.64,0.67,0.66,0.76,0.82,0.64,0.64,0.6,0.7,0.62,0.63,0.62,0.6,0.63,0.54,0.65,CM,MID,6
Emiliano Viveros,RM,Argentina,0.63,0.7,0.48,0.62,0.62,0.57,0.57,0.68,0.71,0.62,0.66,0.59,0.64,0.48,0.66,0.53,0.6,0.59,0.55,0.58,0.52,0.58,RM,MID,2
Patrick Vroegh,CM,Holland,0.63,0.57,0.53,0.61,0.63,0.55,0.61,0.64,0.51,0.68,0.67,0.65,0.63,0.59,0.67,0.56,0.58,0.56,0.55,0.55,0.46,0.64,CM,MID,2
Oliver Wähling,CAM,Germany,0.63,0.68,0.62,0.65,0.64,0.37,0.6,0.71,0.66,0.7,0.71,0.62,0.6,0.65,0.54,0.57,0.37,0.44,0.38,0.35,0.35,0.65,CAM,MID,4
Stephen Wearne,CAM,England,0.63,0.76,0.58,0.6,0.64,0.47,0.63,0.77,0.76,0.71,0.68,0.64,0.57,0.63,0.69,0.71,0.49,0.45,0.46,0.42,0.55,0.61,CAM,MID,6
Joe White,CM,England,0.63,0.65,0.57,0.65,0.63,0.55,0.58,0.66,0.65,0.62,0.65,0.63,0.56,0.63,0.6,0.62,0.58,0.49,0.53,0.56,0.52,0.6,CM,MID,2
Jonny Williams,LM,Wales,0.63,0.63,0.59,0.62,0.66,0.53,0.48,0.63,0.63,0.89,0.8,0.63,0.62,0.34,0.71,0.37,0.56,0.52,0.54,0.53,0.43,0.6,LM,MID,6
Tomasz Wójtowicz,LM,Poland,0.63,0.7,0.52,0.6,0.61,0.39,0.63,0.69,0.71,0.7,0.69,0.6,0.66,0.59,0.81,0.53,0.35,0.39,0.38,0.43,0.41,0.53,LM,MID,4
Krzysztof Wołkowicz,LM,Poland,0.63,0.78,0.56,0.6,0.58,0.53,0.67,0.77,0.78,0.56,0.64,0.56,0.56,0.65,0.75,0.62,0.55,0.53,0.53,0.57,0.43,0.55,LM,MID,2
Yang Mingyang,CM,Switzerland,0.63,0.72,0.48,0.61,0.68,0.53,0.6,0.75,0.7,0.8,0.78,0.66,0.65,0.5,0.75,0.59,0.58,0.56,0.52,0.49,0.5,0.48,CM,MID,6
Rafik Zekhnini,LM,Norway,0.63,0.87,0.54,0.55,0.66,0.3,0.41,0.86,0.87,0.85,0.78,0.63,0.56,0.33,0.53,0.45,0.27,0.3,0.34,0.25,0.33,0.6,LM,MID,4
Dennis Adeniran,CM,England,0.62,0.7,0.57,0.58,0.62,0.62,0.71,0.67,0.73,0.66,0.68,0.63,0.63,0.72,0.67,0.68,0.64,0.61,0.62,0.63,0.54,0.64,CM,MID,6
Lukas Ahrend,CDM,Germany,0.62,0.63,0.4,0.55,0.63,0.61,0.59,0.64,0.63,0.69,0.69,0.64,0.63,0.6,0.59,0.61,0.63,0.58,0.63,0.61,0.54,0.51,CDM,MID,2
Rassambek Akhmatov,CDM,Russia,0.62,0.65,0.43,0.55,0.61,0.59,0.66,0.68,0.62,0.72,0.83,0.61,0.6,0.64,0.66,0.54,0.62,0.59,0.6,0.61,0.38,0.58,CDM,MID,2
Tim Akinola,CDM,England,0.62,0.71,0.5,0.55,0.61,0.58,0.69,0.74,0.68,0.7,0.57,0.59,0.59,0.69,0.69,0.69,0.63,0.68,0.55,0.53,0.53,0.6,CDM,MID,2
Ali Al Asmari,CDM,Saudi Arabia,0.62,0.66,0.56,0.59,0.64,0.57,0.65,0.67,0.66,0.64,0.66,0.67,0.61,0.68,0.65,0.61,0.57,0.55,0.57,0.61,0.49,0.62,CDM,MID,6
Khaled Al Blooshi,CAM,United Arab Emirates,0.62,0.67,0.5,0.6,0.66,0.44,0.49,0.66,0.67,0.74,0.83,0.65,0.57,0.45,0.62,0.42,0.45,0.43,0.46,0.43,0.36,0.47,CAM,MID,3
Khalid Al Ghannam,LM,Saudi Arabia,0.62,0.71,0.53,0.53,0.72,0.29,0.44,0.73,0.7,0.84,0.79,0.68,0.52,0.39,0.61,0.43,0.26,0.31,0.29,0.24,0.43,0.56,LM,MID,3
Fahad Al Rashidi,RM,Saudi Arabia,0.62,0.87,0.58,0.52,0.66,0.39,0.59,0.88,0.86,0.86,0.67,0.63,0.52,0.62,0.59,0.61,0.31,0.25,0.54,0.32,0.46,0.7,RM,MID,4
Paolo Alcocer,CDM,Bolivia,0.62,0.65,0.51,0.55,0.63,0.61,0.63,0.67,0.64,0.59,0.66,0.64,0.53,0.69,0.54,0.62,0.66,0.62,0.6,0.61,0.49,0.58,CDM,MID,2
Iker Almena,RM,Spain,0.62,0.73,0.54,0.56,0.63,0.25,0.46,0.75,0.72,0.75,0.75,0.62,0.57,0.48,0.55,0.47,0.23,0.2,0.27,0.22,0.35,0.55,RM,MID,3
Lucas Ambrogio,LM,Argentina,0.62,0.66,0.63,0.58,0.66,0.32,0.53,0.71,0.61,0.72,0.64,0.66,0.58,0.6,0.46,0.68,0.33,0.3,0.27,0.25,0.57,0.68,LM,MID,4
Simon Amin,CM,Syria,0.62,0.67,0.44,0.6,0.64,0.54,0.64,0.7,0.64,0.73,0.68,0.64,0.6,0.67,0.66,0.55,0.59,0.47,0.55,0.56,0.35,0.46,CM,MID,2
Max Anderson,CM,Scotland,0.62,0.77,0.57,0.6,0.64,0.54,0.69,0.75,0.78,0.78,0.8,0.63,0.57,0.59,0.82,0.61,0.58,0.55,0.54,0.53,0.47,0.62,CM,MID,6
Niclas Anspach,CAM,Germany,0.62,0.7,0.51,0.6,0.63,0.31,0.62,0.69,0.7,0.76,0.73,0.68,0.56,0.67,0.69,0.57,0.33,0.31,0.21,0.36,0.44,0.48,CAM,MID,4
Stredair Appuah,LM,France,0.62,0.67,0.6,0.56,0.68,0.27,0.41,0.66,0.67,0.64,0.68,0.69,0.53,0.47,0.33,0.45,0.29,0.3,0.24,0.18,0.44,0.71,LM,MID,3
Alessandro Arena,RM,Italy,0.62,0.79,0.55,0.56,0.62,0.35,0.51,0.8,0.78,0.65,0.85,0.62,0.5,0.46,0.65,0.49,0.29,0.29,0.4,0.39,0.33,0.58,RM,MID,3
Juan David Arizala,RM,Colombia,0.62,0.82,0.52,0.49,0.64,0.25,0.5,0.81,0.83,0.8,0.65,0.65,0.58,0.47,0.73,0.52,0.3,0.23,0.2,0.19,0.39,0.62,RM,MID,4
Alejandro Azócar,LM,Chile,0.62,0.72,0.59,0.58,0.61,0.22,0.59,0.7,0.73,0.67,0.62,0.65,0.5,0.63,0.56,0.61,0.19,0.15,0.17,0.24,0.49,0.62,LM,MID,4
Ulrich Bapoh,CAM,Germany,0.62,0.72,0.58,0.56,0.65,0.47,0.67,0.73,0.72,0.72,0.76,0.6,0.66,0.75,0.58,0.72,0.37,0.39,0.55,0.51,0.52,0.61,CAM,MID,6
Brian Jepthe Bayeye,RM,Congo DR,0.62,0.76,0.5,0.59,0.6,0.55,0.69,0.78,0.75,0.68,0.68,0.59,0.55,0.67,0.77,0.76,0.58,0.56,0.52,0.52,0.6,0.61,RM,MID,6
Ayman Benarous,CAM,England,0.62,0.72,0.49,0.58,0.68,0.38,0.44,0.76,0.68,0.81,0.81,0.64,0.57,0.42,0.51,0.44,0.4,0.43,0.39,0.33,0.35,0.52,CAM,MID,3
Sofus Berger,CAM,Denmark,0.62,0.72,0.52,0.58,0.65,0.49,0.49,0.73,0.72,0.8,0.75,0.63,0.56,0.47,0.55,0.47,0.54,0.5,0.47,0.48,0.37,0.57,CAM,MID,3
Michele Besaggio,CM,Italy,0.62,0.69,0.6,0.64,0.69,0.5,0.6,0.74,0.65,0.75,0.67,0.7,0.6,0.63,0.59,0.58,0.58,0.57,0.45,0.5,0.38,0.7,CM,MID,6
Jan Biegański,CDM,Poland,0.62,0.61,0.48,0.52,0.55,0.61,0.72,0.59,0.62,0.49,0.58,0.56,0.6,0.72,0.75,0.68,0.62,0.57,0.63,0.58,0.58,0.6,CDM,MID,2
Harrison Biggins,CM,England,0.62,0.54,0.56,0.6,0.63,0.57,0.65,0.54,0.54,0.72,0.75,0.62,0.59,0.64,0.8,0.58,0.59,0.57,0.55,0.58,0.51,0.65,CM,MID,0
Adrian Blake,LM,England,0.62,0.79,0.54,0.52,0.66,0.25,0.41,0.8,0.79,0.61,0.84,0.65,0.6,0.39,0.5,0.44,0.24,0.31,0.24,0.22,0.35,0.64,LM,MID,3
Tom Bloxham,RM,England,0.62,0.77,0.59,0.53,0.61,0.27,0.67,0.74,0.8,0.65,0.39,0.61,0.55,0.75,0.67,0.73,0.26,0.23,0.21,0.27,0.54,0.61,RM,MID,4
Hiram Boateng,CM,England,0.62,0.68,0.6,0.62,0.63,0.58,0.71,0.67,0.69,0.65,0.78,0.61,0.6,0.79,0.67,0.74,0.63,0.58,0.56,0.56,0.57,0.64,CM,MID,6
Raphael Borges Rodrigues,LM,Australia,0.62,0.84,0.52,0.5,0.66,0.35,0.68,0.82,0.85,0.77,0.81,0.59,0.58,0.7,0.71,0.7,0.35,0.32,0.33,0.35,0.48,0.57,LM,MID,4
Ismaïl Bouneb,CAM,France,0.62,0.66,0.52,0.61,0.67,0.38,0.5,0.67,0.65,0.73,0.63,0.67,0.59,0.48,0.57,0.45,0.42,0.36,0.32,0.37,0.43,0.52,CAM,MID,3
Roko Brajković,RM,Croatia,0.62,0.79,0.6,0.52,0.67,0.26,0.6,0.81,0.77,0.8,0.76,0.67,0.52,0.61,0.62,0.71,0.23,0.21,0.24,0.21,0.54,0.59,RM,MID,4
Nathan Buayi-Kiala,CM,France,0.62,0.63,0.54,0.62,0.62,0.59,0.57,0.62,0.64,0.58,0.71,0.64,0.62,0.57,0.57,0.61,0.63,0.59,0.55,0.6,0.58,0.56,CM,MID,2
Valdemar Byskov,LM,Denmark,0.62,0.7,0.51,0.6,0.64,0.39,0.4,0.74,0.67,0.81,0.73,0.62,0.46,0.33,0.51,0.4,0.47,0.45,0.38,0.27,0.38,0.51,LM,MID,3
Jake Cain,CM,England,0.62,0.64,0.57,0.6,0.64,0.58,0.6,0.65,0.64,0.77,0.76,0.64,0.6,0.56,0.64,0.58,0.61,0.55,0.58,0.58,0.52,0.56,CM,MID,6
Joe Caletti,CDM,Australia,0.62,0.6,0.43,0.58,0.64,0.57,0.53,0.69,0.53,0.86,0.86,0.62,0.62,0.38,0.76,0.4,0.6,0.54,0.58,0.59,0.43,0.49,CDM,MID,2
Mamadi Camará,CAM,Guinea-Bissau,0.62,0.73,0.51,0.58,0.65,0.42,0.41,0.75,0.72,0.79,0.83,0.64,0.52,0.33,0.57,0.39,0.45,0.38,0.44,0.39,0.34,0.52,CAM,MID,3
Marco Camus,LM,Spain,0.62,0.69,0.56,0.58,0.63,0.32,0.5,0.67,0.7,0.72,0.65,0.62,0.48,0.41,0.64,0.41,0.35,0.38,0.29,0.25,0.44,0.62,LM,MID,3
Juan Cardozo,CM,Paraguay,0.62,0.61,0.55,0.6,0.64,0.59,0.66,0.55,0.65,0.65,0.59,0.69,0.62,0.7,0.61,0.65,0.59,0.58,0.6,0.6,0.59,0.6,CM,MID,0
Tom Carroll,CM,England,0.62,0.55,0.58,0.65,0.66,0.62,0.51,0.55,0.55,0.8,0.77,0.65,0.64,0.5,0.41,0.54,0.64,0.61,0.62,0.63,0.55,0.59,CM,MID,2
Noa Cervantes,RM,Algeria,0.62,0.68,0.56,0.61,0.65,0.44,0.47,0.69,0.67,0.68,0.7,0.63,0.57,0.4,0.63,0.45,0.52,0.56,0.43,0.27,0.49,0.68,RM,MID,3
Ellis Chapman,CAM,England,0.62,0.66,0.6,0.61,0.62,0.53,0.66,0.67,0.66,0.67,0.63,0.63,0.58,0.68,0.7,0.68,0.55,0.52,0.5,0.51,0.59,0.64,CAM,MID,6
Noah Chilvers,CM,England,0.62,0.79,0.6,0.62,0.64,0.54,0.67,0.81,0.78,0.85,0.84,0.6,0.56,0.57,0.9,0.65,0.57,0.54,0.51,0.56,0.49,0.65,CM,MID,6
Mateusz Cholewiak,LM,Poland,0.62,0.83,0.6,0.55,0.6,0.57,0.68,0.82,0.83,0.71,0.63,0.58,0.6,0.68,0.77,0.76,0.59,0.57,0.58,0.52,0.57,0.7,LM,MID,6
Frederik Christensen,LM,Denmark,0.62,0.69,0.51,0.58,0.61,0.55,0.62,0.71,0.67,0.61,0.73,0.61,0.58,0.62,0.66,0.65,0.58,0.55,0.55,0.54,0.5,0.57,LM,MID,2
Andrei Ciobanu,CAM,Romania,0.62,0.68,0.6,0.63,0.64,0.33,0.53,0.7,0.67,0.72,0.75,0.64,0.55,0.53,0.56,0.6,0.3,0.3,0.3,0.3,0.55,0.72,CAM,MID,4
Thomas Claes,CM,Belgium,0.62,0.63,0.51,0.66,0.65,0.36,0.55,0.59,0.67,0.61,0.57,0.71,0.48,0.61,0.6,0.47,0.42,0.38,0.29,0.4,0.28,0.62,CM,MID,3
Bobby Clark,CM,England,0.62,0.68,0.54,0.62,0.69,0.5,0.56,0.71,0.65,0.7,0.73,0.69,0.63,0.54,0.58,0.56,0.53,0.48,0.49,0.5,0.47,0.56,CM,MID,6
Ollie Clarke,CM,England,0.62,0.65,0.61,0.59,0.62,0.58,0.75,0.62,0.67,0.59,0.76,0.62,0.62,0.74,0.75,0.78,0.61,0.58,0.54,0.6,0.55,0.68,CM,MID,0
Ben Close,CM,England,0.62,0.69,0.6,0.61,0.62,0.58,0.64,0.68,0.69,0.73,0.71,0.63,0.59,0.63,0.76,0.66,0.6,0.58,0.56,0.6,0.55,0.63,CM,MID,6
Ionuţ Coadă,CDM,Romania,0.62,0.61,0.54,0.56,0.59,0.59,0.65,0.62,0.6,0.63,0.64,0.61,0.58,0.65,0.69,0.65,0.61,0.59,0.59,0.58,0.57,0.65,CDM,MID,2
Ryan Colclough,LM,England,0.62,0.72,0.57,0.57,0.63,0.29,0.57,0.73,0.72,0.7,0.71,0.62,0.51,0.61,0.65,0.57,0.27,0.2,0.34,0.23,0.4,0.59,LM,MID,4
Dean Cornelius,CDM,Scotland,0.62,0.73,0.48,0.61,0.63,0.57,0.62,0.77,0.7,0.71,0.73,0.64,0.63,0.61,0.72,0.67,0.57,0.56,0.56,0.61,0.5,0.6,CDM,MID,6
Liam Coyle,CDM,Northern Ireland,0.62,0.61,0.5,0.55,0.62,0.59,0.69,0.6,0.62,0.78,0.84,0.58,0.58,0.62,0.71,0.61,0.62,0.61,0.57,0.6,0.54,0.58,CDM,MID,6
Charlie Crew,CDM,Wales,0.62,0.64,0.33,0.57,0.61,0.57,0.59,0.63,0.64,0.55,0.56,0.67,0.61,0.58,0.59,0.59,0.59,0.57,0.56,0.58,0.54,0.47,CDM,MID,2
Joan Cruz,CAM,Chile,0.62,0.66,0.58,0.6,0.65,0.23,0.42,0.65,0.66,0.68,0.79,0.65,0.51,0.45,0.3,0.4,0.15,0.14,0.28,0.27,0.31,0.72,CAM,MID,3
Víctor Cuellar,CM,Bolivia,0.62,0.65,0.57,0.59,0.6,0.54,0.62,0.63,0.67,0.55,0.7,0.6,0.61,0.6,0.67,0.56,0.52,0.47,0.56,0.63,0.45,0.6,CM,MID,2
Francesco D'Alessio,CM,Italy,0.62,0.63,0.46,0.62,0.64,0.58,0.54,0.61,0.65,0.64,0.72,0.65,0.6,0.48,0.59,0.54,0.6,0.56,0.54,0.64,0.57,0.44,CM,MID,2
Silva,CDM,Brazil,0.62,0.69,0.47,0.6,0.6,0.59,0.63,0.69,0.69,0.65,0.64,0.6,0.59,0.63,0.59,0.66,0.6,0.59,0.58,0.58,0.57,0.66,CDM,MID,2
Matty Daly,CAM,England,0.62,0.65,0.57,0.61,0.63,0.53,0.58,0.67,0.63,0.75,0.7,0.62,0.6,0.51,0.81,0.55,0.57,0.55,0.52,0.49,0.51,0.55,CAM,MID,6
Dawda,RM,Spain,0.62,0.72,0.58,0.6,0.63,0.3,0.53,0.72,0.72,0.72,0.69,0.62,0.51,0.6,0.55,0.57,0.31,0.32,0.33,0.18,0.42,0.67,RM,MID,4
Emmanuel Danso,CDM,Ghana,0.62,0.73,0.39,0.59,0.65,0.58,0.53,0.73,0.73,0.82,0.81,0.64,0.58,0.47,0.66,0.52,0.6,0.59,0.58,0.61,0.45,0.46,CDM,MID,6
Riku Danzaki,RM,Japan,0.62,0.8,0.56,0.56,0.64,0.29,0.53,0.83,0.77,0.78,0.74,0.62,0.54,0.57,0.56,0.59,0.26,0.28,0.31,0.28,0.37,0.55,RM,MID,4
Gabriel David,CM,Romania,0.62,0.72,0.57,0.59,0.65,0.48,0.61,0.73,0.71,0.8,0.8,0.63,0.65,0.57,0.66,0.63,0.51,0.45,0.43,0.52,0.52,0.55,CM,MID,6
Tika de Jonge,LM,Holland,0.62,0.68,0.57,0.62,0.62,0.31,0.42,0.67,0.68,0.55,0.73,0.65,0.47,0.41,0.52,0.44,0.31,0.3,0.32,0.22,0.47,0.63,LM,MID,3
Tibe De Vlieger,CAM,Belgium,0.62,0.67,0.67,0.63,0.64,0.36,0.41,0.65,0.69,0.68,0.56,0.67,0.42,0.48,0.35,0.59,0.33,0.27,0.29,0.4,0.64,0.67,CAM,MID,3
Jacopo Desogus,CAM,Italy,0.62,0.76,0.61,0.58,0.69,0.28,0.49,0.8,0.72,0.82,0.84,0.68,0.54,0.46,0.56,0.52,0.28,0.29,0.24,0.26,0.42,0.68,CAM,MID,4
Dawson Devoy,CM,Republic of Ireland,0.62,0.63,0.54,0.61,0.63,0.56,0.63,0.65,0.61,0.66,0.79,0.63,0.58,0.6,0.73,0.54,0.6,0.57,0.54,0.57,0.44,0.58,CM,MID,6
Alan Di Pippa,CDM,Argentina,0.62,0.63,0.41,0.57,0.56,0.58,0.6,0.61,0.64,0.59,0.69,0.59,0.57,0.56,0.63,0.61,0.66,0.69,0.51,0.53,0.58,0.52,CDM,MID,2
Timothée Dieng,CM,France,0.62,0.52,0.56,0.58,0.59,0.61,0.78,0.49,0.54,0.53,0.47,0.61,0.65,0.82,0.75,0.73,0.64,0.62,0.56,0.62,0.64,0.6,CM,MID,0
Marian Drăghiceanu,CAM,Romania,0.62,0.69,0.55,0.61,0.64,0.29,0.48,0.68,0.7,0.7,0.75,0.62,0.59,0.43,0.62,0.36,0.32,0.31,0.3,0.22,0.25,0.49,CAM,MID,3
Jed Drew,LM,Australia,0.62,0.9,0.53,0.53,0.62,0.4,0.65,0.91,0.9,0.8,0.78,0.56,0.6,0.63,0.74,0.67,0.44,0.39,0.38,0.37,0.44,0.58,LM,MID,4
Olivier Dumont,CM,Belgium,0.62,0.63,0.48,0.65,0.65,0.54,0.55,0.61,0.64,0.73,0.63,0.68,0.58,0.57,0.52,0.58,0.6,0.53,0.49,0.52,0.52,0.61,CM,MID,2
Omar El Sawy,CAM,Romania,0.62,0.8,0.55,0.58,0.67,0.33,0.46,0.8,0.8,0.8,0.72,0.65,0.55,0.4,0.63,0.46,0.38,0.32,0.3,0.26,0.4,0.6,CAM,MID,4
Connor Evans,CM,Wales,0.62,0.74,0.6,0.6,0.64,0.56,0.62,0.72,0.75,0.74,0.73,0.63,0.61,0.6,0.72,0.65,0.57,0.53,0.56,0.56,0.53,0.6,CM,MID,6
Joaquín Fernández,LM,Uruguay,0.62,0.73,0.53,0.59,0.63,0.59,0.52,0.7,0.75,0.66,0.69,0.61,0.47,0.52,0.54,0.53,0.61,0.65,0.56,0.65,0.47,0.41,LM,MID,2
Nick Fichtinger,CM,Holland,0.62,0.61,0.5,0.6,0.63,0.55,0.59,0.66,0.57,0.72,0.67,0.63,0.68,0.58,0.64,0.59,0.5,0.48,0.59,0.62,0.52,0.64,CM,MID,2
Franchesco Flores,CAM,Peru,0.62,0.67,0.59,0.6,0.63,0.37,0.46,0.68,0.67,0.61,0.7,0.61,0.55,0.39,0.58,0.38,0.37,0.41,0.38,0.35,0.37,0.6,CAM,MID,3
Melkamu Frauendorf,RM,Germany,0.62,0.85,0.5,0.53,0.64,0.22,0.48,0.85,0.85,0.7,0.69,0.63,0.56,0.45,0.6,0.5,0.22,0.25,0.19,0.21,0.29,0.55,RM,MID,4
Orrin McKinze Gaines,RM,United States,0.62,0.89,0.55,0.53,0.62,0.26,0.56,0.9,0.89,0.75,0.67,0.61,0.48,0.61,0.62,0.63,0.28,0.24,0.23,0.25,0.34,0.51,RM,MID,4
Gary Gardner,CM,England,0.62,0.49,0.63,0.65,0.6,0.64,0.68,0.48,0.49,0.58,0.53,0.62,0.64,0.71,0.59,0.67,0.63,0.61,0.66,0.65,0.66,0.69,CM,MID,0
Sékou Gassama,CAM,Mali,0.62,0.72,0.55,0.58,0.62,0.34,0.47,0.75,0.7,0.69,0.7,0.59,0.56,0.48,0.46,0.5,0.39,0.44,0.32,0.21,0.43,0.56,CAM,MID,3
Filimon Gerezgiher,RM,Germany,0.62,0.79,0.57,0.56,0.64,0.36,0.61,0.77,0.8,0.67,0.64,0.65,0.56,0.65,0.53,0.69,0.31,0.28,0.34,0.45,0.5,0.6,RM,MID,4
Andrei Gheorghiță,LM,Romania,0.62,0.72,0.57,0.56,0.66,0.33,0.57,0.7,0.74,0.81,0.72,0.66,0.55,0.62,0.57,0.56,0.41,0.28,0.22,0.33,0.43,0.62,LM,MID,4
Alex Gilliead,CM,England,0.62,0.73,0.56,0.58,0.64,0.57,0.73,0.71,0.74,0.75,0.62,0.62,0.61,0.67,0.91,0.75,0.59,0.58,0.58,0.57,0.51,0.55,CM,MID,6
Zak Gilsenan,LM,Republic of Ireland,0.62,0.72,0.53,0.59,0.66,0.41,0.43,0.75,0.69,0.76,0.78,0.64,0.54,0.41,0.52,0.43,0.49,0.52,0.39,0.29,0.38,0.54,LM,MID,3
Romeo Giovannini,CAM,Italy,0.62,0.75,0.62,0.59,0.64,0.36,0.54,0.73,0.77,0.8,0.82,0.64,0.55,0.55,0.58,0.62,0.31,0.29,0.37,0.4,0.51,0.67,CAM,MID,4
Stefano Girelli,CM,Italy,0.62,0.63,0.48,0.57,0.67,0.5,0.46,0.61,0.65,0.77,0.77,0.66,0.68,0.33,0.64,0.34,0.52,0.48,0.52,0.51,0.37,0.45,CM,MID,3
Tidiam Gomis,LM,France,0.62,0.75,0.52,0.54,0.68,0.25,0.49,0.73,0.77,0.76,0.68,0.67,0.46,0.52,0.5,0.48,0.27,0.29,0.22,0.22,0.29,0.59,LM,MID,3
Taras Gomulka,CDM,Australia,0.62,0.65,0.52,0.59,0.59,0.59,0.64,0.63,0.66,0.72,0.67,0.58,0.61,0.61,0.7,0.61,0.61,0.58,0.58,0.61,0.53,0.57,CDM,MID,2
Gori,CM,Spain,0.62,0.73,0.56,0.6,0.66,0.57,0.6,0.74,0.73,0.76,0.8,0.65,0.6,0.59,0.63,0.56,0.59,0.57,0.59,0.59,0.4,0.63,CM,MID,6
Kieran Green,CDM,England,0.62,0.62,0.47,0.51,0.57,0.58,0.72,0.64,0.61,0.58,0.69,0.59,0.62,0.66,0.82,0.6,0.6,0.56,0.58,0.6,0.48,0.56,CDM,MID,2
Liam Grimshaw,CM,England,0.62,0.67,0.54,0.6,0.61,0.59,0.7,0.68,0.67,0.58,0.61,0.62,0.62,0.72,0.77,0.67,0.6,0.6,0.58,0.61,0.5,0.5,CM,MID,2
Guo Hao,CDM,China PR,0.62,0.66,0.39,0.54,0.64,0.58,0.69,0.58,0.73,0.76,0.82,0.6,0.63,0.67,0.79,0.57,0.62,0.58,0.57,0.6,0.46,0.49,CDM,MID,6
Santiago Guzmán,LM,Uruguay,0.62,0.66,0.58,0.62,0.64,0.51,0.6,0.64,0.68,0.67,0.67,0.62,0.5,0.62,0.57,0.64,0.43,0.61,0.55,0.48,0.55,0.55,LM,MID,2
